,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,race,0.002779573367808652,0.10633613038592174,1.1535836177474401,0.137987012987013,-0.3122366357712778,-0.047030867683041544
1,sex,0.034550743374272774,0.20914314639130982,1.1464308877888394,0.17613432795851458,-0.18762898191389055,-0.11594293343331019
2, 10th,0.0036845507433742597,-0.08973146242376821,0.9919482646512919,-0.201536149607614,0.6560224478058735,0.1135490442696031
3, 11th,0.003587588881706516,-0.09606136020850227,0.9907722150748924,-0.202482804898507,0.6583938775900247,0.09765162247708492
4, 12th,0.0010019392372333513,-0.05561885710141472,0.9969065427347322,-0.197545008183306,0.6520855579494256,0.09727223131478446
5, 1st-4th,0.0008726567550096931,-0.03604444190378648,0.9987007982078445,-0.19610073111291637,0.6502261887556006,0.10007631144917906
6, 5th-6th,0.0014544279250161551,-0.051501701309718595,0.9973475747622044,-0.19719000163372002,0.6507871963754317,0.13172415979244445
7, 7th-8th,0.0033290239172591995,-0.07239394194546629,0.9947591171695964,-0.1992735677728248,0.6540984897581795,0.10122286119019441
8, 9th,0.0015190691661279843,-0.061794672282144976,0.9961814184775422,-0.19812869336835193,0.6523869428748944,0.10976827533377098
9, Assoc-acdm,0.0034906270200387723,0.01660752878746931,1.0014902178453444,0.03730037732492819,0.01300160013594548,-0.07855859695874601
10, Assoc-voc,0.00475113122171944,-0.012202962260917539,0.9987243875994104,-0.023797098754069657,0.18893053845564212,-0.0792247741328238
11, Bachelors,0.04941822882999358,0.2906982086568092,1.061282673355538,0.31829926588523016,-0.4806428940305867,-0.0572788198326849
12, Doctorate,0.009082094376211991,0.19261540581107736,1.0109879053669584,0.6674482516197582,-0.9951864798085166,-0.10959631869492625
13, HS-grad,0.005850032320620535,-0.2332997461511446,0.9194611655438206,-0.19664898746383797,0.5156228442685109,0.013677274188363842
14, Masters,0.020717517776341343,0.22493963567808353,1.0266991311168487,0.39114227086183306,-0.46037358235443626,-0.042168262653898725
15, Preschool,0.00012928248222365823,-0.018787003716946683,0.9996470484913395,-0.1953390516264768,-0.3509066429687655,0.16038193882505258
16, Prof-school,0.008888170652876504,0.20382508597756174,1.0126617742397304,0.6501886338979093,-0.7739671092340707,0.016070694128738183
17, Some-college,0.009825468648998026,-0.06695565332718913,0.9824738650320639,-0.06400123040710426,0.14906909551410163,-0.003345321291878811
18, Divorced,0.015546218487394969,-0.17474602872496212,0.966711183657318,-0.20572158089689652,0.5447696962184083,0.08427734023806954
19, Married-AF-spouse,0.0009049773755656076,0.023975690244522438,1.0003676864352413,0.30524102232287287,-0.7516853411308899,-0.1733527445271218
20, Married-civ-spouse,0.07702003878474466,0.4949378435500157,1.2305254300184498,0.3928317368874099,-0.744197488557469,-0.22037932246705771
21, Married-spouse-absent,0.0016483516483516425,-0.05079821044338319,0.9972302076534705,-0.1839511423741753,0.5532255042485221,0.04064125633894977
22, Never-married,0.037459599224305085,-0.3308582476794131,0.8870747365953774,-0.27998045645516445,0.6430288700291324,0.18185918809244506
23, Separated,0.002941176470588225,-0.08426849028832066,0.9926975422299507,-0.19555667823986989,0.5793167629201904,0.0985961668691081
24, Widowed,0.0010342598577892659,-0.0835264316039189,0.9928222499452959,-0.19536815859279377,0.5948167458500484,0.08056401086526255
25, ?,0.0009696186166774368,-0.09361093432470405,0.9887512272663519,-0.16100614076523379,0.4031320264816288,0.06921350968351436
26, Adm-clerical,0.004686489980607611,-0.1039403097222643,0.9809120016888919,-0.12576365024818636,0.24917184247417323,0.049834996999945425
27, Craft-repair,0.0010342598577892659,-0.12404146849609463,0.9764715421198922,-0.1464940608760208,0.5093352321661858,-0.07017353377876756
28, Exec-managerial,0.035908209437621186,0.3205161404372794,1.058104408423877,0.3916347203779864,-0.5231634671579698,-0.06707714864194025
29, Farming-fishing,0.006496444731738826,-0.08621971025297892,0.9923643780299071,-0.1960465620259435,0.6554733835449749,0.02697370910429331
30, Handlers-cleaners,0.0031997414350355413,-0.10329948449669499,0.989329216502717,-0.20364433946347227,0.6608905256417523,0.08719820394622446
31, Machine-op-inspct,0.001680672268907557,-0.11421361419348353,0.9855987624680347,-0.18827444657931613,0.5737454785897208,0.044796600356073135
32, Other-service,0.011182934712346437,-0.16777478349778763,0.9718516220222704,-0.21771284271284275,0.672198524837821,0.1267566974088713
33, Priv-house-serv,0.0006140917905623766,-0.028030973413954306,0.9992142645294662,-0.19568741893644614,-0.35072772544974173,0.16066796368352787
34, Prof-specialty,0.020297349709114454,0.26853950748858485,1.050240145027524,0.3204176214879607,-0.4552843406564203,-0.061433381633852036
35, Protective-serv,0.004234001292824807,0.004109353824896074,1.0002916394075778,0.011529014993218234,0.05037040053165093,-0.0552622896733751
36, Sales,0.015061409179056207,0.08918892957729371,1.0151574354767323,0.1145662915168496,-0.23882329281946674,-0.019466128519208037
37, Tech-support,0.010407239819004488,0.06543362236803006,1.0055111619763883,0.15597214661585912,-0.22846598437443238,-0.07493724671868385
38, Transport-moving,0.0004848093083387184,-0.08712851358437965,0.990267963034382,-0.15998440965591887,0.5117079258618953,-0.032880484310113256
39, Husband,0.01793794440853269,0.4290150955628054,1.1783474878958646,0.344855915065723,-0.47455460373694536,-0.19183940006740818
40, Not-in-family,0.005979314802844193,-0.2619355995742795,0.9252352634678156,-0.2391799310641044,0.6140563305526697,0.09127050994061825
41, Other-relative,0.001906916612798959,-0.07916386635120479,0.9937330822643285,-0.2000994694960212,0.6522953973305468,0.15113837312113176
42, Own-child,0.01338073691014865,-0.20955445377732831,0.9558506646480335,-0.22954889288950453,0.5713503945206747,0.17836833428469923
43, Unmarried,0.0008726567550096931,-0.15958756202532717,0.9738796370933164,-0.21121027213992039,0.5857315059968826,0.12016250081576718
44, Wife,0.024692954104718834,0.17113772763545193,1.0198345731518128,0.3039877195974757,-0.3825322373196494,-0.16871226334640965
45, Canada,0.0007110536522301203,0.010145142599774363,1.0003050358597056,0.06606015726929726,-0.5426185943528526,-0.01381571987728758
46, China,0.0,0.013837895106228243,1.0001224828937743,0.30504364694471386,-0.35132464278308095,0.16020045263498217
47, Columbia,0.0003878474466709747,-0.018787003716946683,0.9996470484913395,-0.1953390516264768,-0.3509066429687655,0.16038193882505258
48, Cuba,0.0006787330316742057,-0.0024616858081990835,0.9999363974286863,-0.01863555339491163,-0.08932403546126094,0.042618700372711094
49, Dominican-Republic,0.0003878474466709747,-0.020773176259506313,0.9995684751480916,-0.1954022988505747,0.6494964036224891,0.0693628857786216
50, Ecuador,0.0,-0.006258284557617199,0.9999608338743958,-0.19508647163407145,-0.3510362393353612,0.16017455956036852
51, El-Salvador,0.0002262443438914019,-0.01994752694383844,0.9994550535347662,-0.14286201806997634,0.1493218746577672,0.10784823949970557
52, England,0.0007110536522301203,0.043823071111956734,1.001228403341257,0.30593385214007784,-0.5528570750224395,-0.1904669260700389
53, France,3.232062055591456e-05,0.01470825740933436,1.0002058931817341,0.20511078764353874,-0.601488771281547,-0.03988355167394464
54, Germany,0.0004848093083387184,0.007224274430277728,1.0002264975558754,0.04512737303261394,-0.10173793684980548,0.08047379522959597
55, Greece,0.0001616031027795728,0.000354890929447746,1.000004967931999,0.0049490538573507825,0.1490945974679761,-0.03988355167394464
56, Guatemala,3.232062055591456e-05,-0.023440996468753972,0.9994505196845519,-0.19549724651765465,-0.35082542082138257,0.16051182377712991
57, Haiti,9.696186166774368e-05,-0.021698631456479503,0.9995291693929159,-0.19543393782383423,-0.3508579304444126,0.1604598445595855
58, Holand-Netherlands,0.0,-0.006258284557617199,0.9999608338743958,-0.19508647163407145,-0.3510362393353612,0.16017455956036852
59, Honduras,0.0,-0.008851266239118966,0.9999216550859642,-0.1951180084060783,-0.3510200638960037,0.16020045263498217
60, Hungary,0.0,-0.006258284557617199,0.9999608338743958,-0.19508647163407145,-0.3510362393353612,0.16017455956036852
61, India,0.00019392372333548735,0.003526649235000212,1.0000441522546348,0.054980595084087924,0.1490784151498437,-0.08990944372574383
62, Iran,0.0002262443438914019,0.0076996432538495195,1.000127551513418,0.09076201261931727,0.1491933430335688,-0.1257078142695357
63, Ireland,3.232062055591456e-05,0.003526649235000212,1.0000441522546348,0.054980595084087924,-0.35129228502559107,0.16025226390685643
64, Italy,0.0004524886877828038,0.02312199740384781,1.0005795190876334,0.1804115359688918,-0.21836424241584834,-0.09008425145819832
65, Jamaica,0.0001616031027795728,-0.01994752694383844,0.9994550535347662,-0.14286201806997634,0.3163596679021582,0.05505455972562301
66, Japan,0.00019392372333548735,-0.004433127934034571,0.9999265612498501,-0.05225691635657659,0.14912698275812503,0.017311114706358155
67, Mexico,0.0015513897866838988,-0.05935404253389619,0.9959439016012454,-0.17267885576236752,0.2422412008067984,0.12838814766009632
68, Nicaragua,6.464124111182912e-05,-0.01399847555043887,0.9998040426822637,-0.19521267992883717,0.6493991236220253,-0.03988355167394464
69, Outlying-US(Guam-USVI-etc),3.232062055591456e-05,-0.012519604784250753,0.9998432594960461,-0.19518111254851234,-0.350987692376575,0.16025226390685643
70, Peru,3.232062055591456e-05,-0.022586480311653043,0.9994898509071314,-0.19546558704453443,0.6495288855541878,0.08340080971659924
71, Philippines,0.00019392372333548735,0.013837895106228243,1.0001224828937743,0.30504364694471386,-0.35132464278308095,0.16020045263498217
72, Poland,0.0001616031027795728,-0.006361037441176972,0.9998873388780278,-0.07014563106796112,0.4829394287904928,-0.21512944983818771
73, Portugal,0.0,-0.012519604784250753,0.9998432594960461,-0.19518111254851234,-0.350987692376575,0.16025226390685643
74, Puerto-Rico,0.0004848093083387184,-0.02567069921763046,0.9991791592863006,-0.15725413826679657,0.31647376748751144,0.08357676079195075
75, Scotland,0.0,0.003526649235000212,1.0000441522546348,0.054980595084087924,-0.35129228502559107,0.16025226390685643
76, Thailand,0.0,0.02582644190678647,1.0001616292225635,0.805075157588492,-1.3513408113480485,0.16017455956036852
77, Trinadad&Tobago,3.232062055591456e-05,0.000354890929447746,1.000004967931999,0.0049490538573507825,-0.5511842169854462,-0.03988355167394464
78, United-States,0.003943115707821576,0.03738038488911452,1.0607508532423207,0.053387438249823504,-0.0034182999686604987,-0.04887085391672541
79, Yugoslavia,0.0,-0.012519604784250753,0.9998432594960461,-0.19518111254851234,0.6497540908255195,-0.3400711513583441
80,Not known,0.0,0.01564993954887083,1.0010022968133467,0.04847029541048731,-0.08887008852728778,-0.004982808274365591
81,age between 10 and 20,0.007853910795087238,-0.1172097857282248,0.9862618661295437,-0.20611338797814205,-0.34527822669473085,0.16922814207650272
82,age between 20 and 30,0.025500969618616698,-0.2568196386626173,0.9293697730766225,-0.23900078825091264,0.5880504932959212,0.14060713758896637
83,age between 30 and 40,0.006302521008403339,0.010071122647926608,1.0029721024250675,0.009048925537446073,0.026907777449256987,-0.029910815955586312
