,variable,importance,correlation,unbalance,statistical_parity,equalized_odds
0,race,0.0021008403361344463,0.10633613038592174,0.3661971830985915,-0.137987012987013,0.3122366357712778
1,sex,0.034906270200387834,0.20914314639130982,0.39571478701225427,-0.17613432795851464,0.1876289819138906
2, 10th,0.0038461538461538325,-0.08973146242376821,1.0332275839038236,0.20153614960761396,-0.6560224478058734
3, 11th,0.0034906270200387723,-0.09606136020850227,1.038080858916289,0.20248280489850695,-0.6583938775900245
4, 12th,0.0008726567550096931,-0.05561885710141472,1.0127659574468084,0.19754500818330606,-0.6520855579494256
5, 1st-4th,0.000808015513897864,-0.03604444190378648,1.00536149471974,0.19610073111291632,-0.6502261887556005
6, 5th-6th,0.0012928248222365823,-0.051501701309718595,1.010945923868649,0.19719000163371997,-0.6507871963754317
7, 7th-8th,0.0031997414350355413,-0.07239394194546629,1.021627868581806,0.19927356777282484,-0.6540984897581795
8, 9th,0.002133160956690361,-0.061794672282144976,1.015758371634931,0.19812869336835193,-0.6523869428748943
9, Assoc-acdm,0.0030381383322559685,0.01660752878746931,0.9938502277649869,-0.03730037732492819,-0.013001600135945535
10, Assoc-voc,0.004557207498383953,-0.012202962260917539,1.0052641469489116,0.023797098754069657,-0.18893053845564217
11, Bachelors,0.051486748545572114,0.2906982086568092,0.7471010803778495,-0.31829926588523016,0.4806428940305868
12, Doctorate,0.007853910795087238,0.19261540581107736,0.9546555454574812,-0.6674482516197582,0.9951864798085167
13, HS-grad,0.006140917905623766,-0.2332997461511446,1.3323644858543742,0.19664898746383802,-0.5156228442685109
14, Masters,0.02068519715578543,0.22493963567808353,0.8898190786304696,-0.39114227086183306,0.4603735823544363
15, Preschool,0.0001616031027795728,-0.018787003716946683,1.001456546366726,0.19533905162647677,-0.6490933570312345
16, Prof-school,0.009179056237879735,0.20382508597756174,0.9477478894050562,-0.6501886338979093,0.7739671092340707
17, Some-college,0.010730446024563634,-0.06695565332718913,1.0723261626141594,0.06400123040710426,-0.14906909551410163
18, Divorced,0.015546218487394969,-0.17474602872496212,1.1373749744845887,0.20572158089689646,-0.5447696962184083
19, Married-AF-spouse,0.0007756948933419494,0.023975690244522438,0.998482646119356,-0.30524102232287287,0.7516853411308899
20, Married-civ-spouse,0.07954104718810603,0.4949378435500157,0.048676746543580014,-0.3928317368874098,0.744197488557469
21, Married-spouse-absent,0.0016483516483516425,-0.05079821044338319,1.0114302698244102,0.18395114237417526,-0.5532255042485221
22, Never-married,0.0392695539754363,-0.3308582476794131,1.4660155236275272,0.2799804564551645,-0.6430288700291324
23, Separated,0.003522947640594687,-0.08426849028832066,1.0301354947411896,0.19555667823986986,-0.5793167629201904
24, Widowed,0.0007756948933419494,-0.0835264316039189,1.0296208558595537,0.1953681585927938,-0.5948167458500484
25, ?,0.0009049773755656076,-0.09361093432470405,1.0464209917036467,0.1610061407652338,-0.4031320264816289
26, Adm-clerical,0.004492566257272124,-0.1039403097222643,1.07877159866415,0.12576365024818634,-0.24917184247417323
27, Craft-repair,0.0010342598577892659,-0.12404146849609463,1.0970963120967827,0.1464940608760208,-0.5093352321661858
28, Exec-managerial,0.035908209437621186,0.3205161404372794,0.7602170187578029,-0.39163472037798647,0.5231634671579698
29, Farming-fishing,0.006367162249515168,-0.08621971025297892,1.0315103836230597,0.19604656202594345,-0.6554733835449749
30, Handlers-cleaners,0.003005817711700054,-0.10329948449669499,1.0440357685169563,0.20364433946347224,-0.6608905256417523
31, Machine-op-inspct,0.0014221073044602406,-0.11421361419348353,1.0594304591107866,0.1882744465793162,-0.5737454785897209
32, Other-service,0.010051712992889428,-0.16777478349778763,1.1161616161616161,0.21771284271284272,-0.672198524837821
33, Priv-house-serv,0.0005494505494505475,-0.028030973413954306,1.003242542153048,0.19568741893644617,-0.6492722745502583
34, Prof-specialty,0.01948933419521659,0.26853950748858485,0.7926709508019077,-0.32041762148796066,0.4552843406564203
35, Protective-serv,0.004201680672268893,0.004109353824896074,0.99879647399408,-0.011529014993218206,-0.05037040053165098
36, Sales,0.01638655462184877,0.08918892957729371,0.9374488930326397,-0.11456629151684963,0.2388232928194667
37, Tech-support,0.00921137685843565,0.06543362236803006,0.977256754097439,-0.1559721466158592,0.2284659843744325
38, Transport-moving,0.0002262443438914019,-0.08712851358437965,1.0401617863510717,0.15998440965591887,-0.5117079258618954
39, Husband,0.017453135100193973,0.4290150955628054,0.2640026203734032,-0.34485591506572294,0.47455460373694536
40, Not-in-family,0.006076276664511937,-0.2619355995742795,1.3085361662525357,0.23917993106410446,-0.6140563305526698
41, Other-relative,0.0020685197155785318,-0.07916386635120479,1.0258620689655173,0.20009946949602123,-0.6522953973305466
42, Own-child,0.014544279250161551,-0.20955445377732831,1.1821937360299464,0.2295488928895045,-0.5713503945206748
43, Unmarried,0.0011635423400129241,-0.15958756202532717,1.107792483544483,0.21121027213992039,-0.5857315059968826
44, Wife,0.024014221073044628,0.17113772763545193,0.9181474657256177,-0.3039877195974757,0.3825322373196494
45, Canada,0.0007433742727860349,0.010145142599774363,0.99874119004375,-0.0660601572692972,0.5426185943528526
46, China,0.0,0.013837895106228243,0.9994945424242837,-0.30504364694471386,0.35132464278308095
47, Columbia,0.0003232062055591456,-0.018787003716946683,1.001456546366726,0.19533905162647677,-0.6490933570312345
48, Cuba,0.0005171299288946329,-0.0024616858081990835,1.000262472583027,0.018635553394911686,0.08932403546126091
49, Dominican-Republic,0.00025856496444731647,-0.020773176259506313,1.0017807997409747,0.19540229885057472,-0.6494964036224891
50, Ecuador,0.0,-0.006258284557617199,1.0001616292225635,0.19508647163407145,-0.6489637606646388
51, El-Salvador,0.00025856496444731647,-0.01994752694383844,1.0022488635818803,0.14286201806997637,-0.1493218746577672
52, England,0.000808015513897864,0.043823071111956734,0.9949306735353758,-0.30593385214007784,0.5528570750224396
53, France,3.232062055591456e-05,0.01470825740933436,0.9991503281373507,-0.20511078764353877,0.601488771281547
54, Germany,0.0005171299288946329,0.007224274430277728,0.9990652988187113,-0.045127373032613965,0.10173793684980552
55, Greece,6.464124111182912e-05,0.000354890929447746,0.9999794985341453,-0.00494905385735081,-0.1490945974679762
56, Guatemala,0.0,-0.023440996468753972,1.002267573696145,0.19549724651765468,-0.6491745791786174
57, Haiti,3.232062055591456e-05,-0.021698631456479503,1.0019430051813472,0.1954339378238342,-0.6491420695555874
58, Holand-Netherlands,0.0,-0.006258284557617199,1.0001616292225635,0.19508647163407145,-0.6489637606646388
59, Honduras,3.232062055591456e-05,-0.008851266239118966,1.000323310701584,0.19511800840607824,-0.6489799361039963
60, Hungary,0.0,-0.006258284557617199,1.0001616292225635,0.19508647163407145,-0.6489637606646388
61, India,0.0001616031027795728,0.003526649235000212,0.9998177942167884,-0.05498059508408798,-0.14907841514984377
62, Iran,0.00019392372333548735,0.0076996432538495195,0.9994736254446269,-0.09076201261931724,-0.14919334303356885
63, Ireland,3.232062055591456e-05,0.003526649235000212,0.9998177942167884,-0.05498059508408798,0.351292285025591
64, Italy,0.0005171299288946329,0.02312199740384781,0.9976084634834281,-0.18041153596889176,0.21836424241584834
65, Jamaica,0.00019392372333548735,-0.01994752694383844,1.0022488635818803,0.14286201806997637,-0.3163596679021583
66, Japan,0.0002262443438914019,-0.004433127934034571,1.000303064137942,0.052256916356576616,-0.14912698275812508
67, Mexico,0.001098901098901095,-0.05935404253389619,1.0167385469131707,0.17267885576236755,-0.24224120080679845
68, Nicaragua,3.232062055591456e-05,-0.01399847555043887,1.0008086689309397,0.19521267992883715,-0.6493991236220253
69, Outlying-US(Guam-USVI-etc),0.0,-0.012519604784250753,1.000646830530401,0.19518111254851228,-0.649012307623425
70, Peru,0.00019392372333548735,-0.022586480311653043,1.0021052631578948,0.1954655870445344,-0.6495288855541878
71, Philippines,0.00035552682611506015,0.013837895106228243,0.9994945424242837,-0.30504364694471386,0.35132464278308095
72, Poland,0.0001616031027795728,-0.006361037441176972,1.0004649254751812,0.07014563106796118,-0.4829394287904926
73, Portugal,0.0,-0.012519604784250753,1.000646830530401,0.19518111254851228,-0.649012307623425
74, Puerto-Rico,0.0006464124111182912,-0.02567069921763046,1.0033874130861116,0.1572541382667965,-0.3164737674875115
75, Scotland,0.0,0.003526649235000212,0.9998177942167884,-0.05498059508408798,0.351292285025591
76, Thailand,0.0,0.02582644190678647,0.9993329948984354,-0.805075157588492,0.3513408113480485
77, Trinadad&Tobago,3.232062055591456e-05,0.000354890929447746,0.9999794985341453,-0.00494905385735081,-0.4488157830145537
78, United-States,0.003910795087265662,0.03738038488911452,0.7492957746478872,-0.05338743824982356,0.0034182999686605403
79, Yugoslavia,0.0,-0.012519604784250753,1.000646830530401,0.19518111254851228,-0.6497540908255194
80,Not known,0.0,0.01564993954887083,0.9958637610378789,-0.04847029541048736,0.08887008852728781
81,age between 10 and 20,0.007563025210084007,-0.1172097857282248,1.0566939890710383,0.20611338797814208,-0.6547217733052692
82,age between 20 and 30,0.025759534583064014,-0.2568196386626173,1.2914740350499947,0.2390007882509127,-0.5880504932959212
83,age between 30 and 40,0.006205559146735595,0.010071122647926608,0.987734844921904,-0.009048925537446129,-0.026907777449257042
84,age between 40 and 50,0.02941176470588236,0.19685817485034074,0.7829571571689551,-0.18605874381894258,0.21232456663831178
85,age between 50 and 60,0.020426632191338112,0.13800314654107462,0.8888174756412045,-0.15956873591089896,0.12570522022024305
86,age between 60 and 70,0.00659340659340657,0.02637388873620783,0.9860855663565661,-0.04295325168190442,-0.004990198188642492
87,age>70,0.0005817711700064621,-0.03757817456256979,1.0101742031134173,0.11370614035087719,-0.16296162667677722
88,hour<10,0.0020685197155785318,-0.05745445003302002,1.0144172665195437,0.18711441601171416,-0.5095472888693228
89,hours between 10 and 20,0.003943115707821576,-0.08112614369364654,1.0322336704792514,0.17064052749322972,-0.33525664236394775
90,hours between 20 and 30,0.005559146735617304,-0.10974334219176646,1.0600043937803598,0.17326627582032122,-0.27891005211508657
91,hours between 30 and 40,0.0005171299288946329,-0.0966010721006835,1.0706487923525088,0.12010294699926465,-0.15039196753376308
92,hour between 40 and 50,0.026535229476405964,-0.06671390228454135,1.1550031258044349,0.05334724061760848,-0.1571590495945857
93,hour>70,0.043988364576599825,0.2846376715645063,0.7117052598074322,-0.2824446034191797,0.3569801313067993
