,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,ClaimsTruncated,0.0,0.09913889521883144,,0.0,0.0,-0.2534531996070458
1,age_05,3.2200933827075674e-05,-0.013411778257214667,,0.0,0.0,0.04114384396713322
2,age_15,1.6100466913537837e-05,-0.019368416981309935,,0.0,0.0,0.06789971321025279
3,age_25,0.0,-0.0023581424279514028,,0.0,0.0,-0.03246734840657173
4,age_35,1.6100466913537837e-05,-0.011008847179626973,,0.0,0.0,0.022590900533037916
5,age_45,6.440186765415135e-05,-0.011216163485026574,,0.0,0.0,0.0593227019798479
6,age_55,1.6100466913537837e-05,-0.015713890462686404,,0.0,0.0,0.05053187342989307
7,age_65,0.0,-0.016455742225085456,,0.0,0.0,-0.004063846900989487
8,age_75,0.0,0.005068419076970467,,0.0,0.0,-0.06299017134937879
9,age_85,9.660280148122702e-05,0.06607769673774047,,0.0,0.0,-0.13634136133514718
10,age_MISS,0.0,0.04628915433243505,,0.0,0.0,-0.10516593569894805
11,sexMALE,0.0003542102720978768,-0.018708824141797007,,0.0,0.0,0.024790252081731023
12,sexFEMALE,0.00024150700370308975,0.018708824141797007,,0.0,0.0,-0.024790252081731023
13,pcg46,0.0,-0.001032804058596896,,0.0,0.0,-0.3766306973747785
14,pg18,0.0,0.08938895331206008,,0.0,0.0,-0.5433072979574309
15,labNull,0.0003542102720978768,-0.006716946143128547,,0.0,0.0,0.041277030402028125
16,drugNull,0.0002737079375301654,-0.03473139710320134,,0.0,0.0,0.06359636243822442
