,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,10,0.0,-0.19957280122100238,3.9473684210526314,0.7567567567567568,-1.0,-0.013513513513513487
1,12,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
2,14,0.0,-0.14449446142552994,1.3729977116704806,0.1362876254180602,-1.0,-0.019230769230769273
3,18,0.0,0.8929705771499161,0.13850415512465372,-0.9093567251461988,-1.0,-0.05555555555555558
4,19,0.0,-0.9340497736158586,3.571428571428571,0.9047619047619048,-0.95,0.04761904761904767
5,20,0.0,0.6339667779924167,0.5980861244019139,-0.8484848484848485,-0.9090909090909091,0.015151515151515138
6,22,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
7,23,0.0,0.19957280122100238,0.9601706970128022,-0.7567567567567568,-0.9473684210526315,0.013513513513513487
8,24,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
9,25,0.0,-0.5396264836483071,3.5087719298245617,0.7222222222222222,-0.8888888888888888,0.11111111111111116
10,26,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
11,28,0.0,0.7117435966472906,0.4934210526315789,-0.875,-0.8888888888888888,0.015625
12,29,0.0,-0.7117435966472906,3.947368421052631,0.875,-1.0,-0.015625
13,30,0.0,0.6339667779924167,0.5980861244019139,-0.8484848484848485,-0.9090909090909091,0.015151515151515138
14,32,0.0,0.411877235523957,,-0.38,0.0,0.040000000000000036
15,34,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
16,35,0.0,0.5508226327552436,0.6965944272445821,-0.8235294117647058,-0.9230769230769231,0.014705882352941124
17,36,0.0,-0.5508226327552436,3.9473684210526314,0.8235294117647058,-1.0,-0.014705882352941124
18,37,0.0,0.5508226327552436,0.6965944272445821,-0.8235294117647058,-0.9230769230769231,0.014705882352941124
19,38,0.0,-0.5508226327552436,3.9473684210526314,0.8235294117647058,-1.0,-0.014705882352941124
20,40,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
21,41,0.0,-0.5932323217664172,3.9473684210526314,0.835820895522388,-1.0,-0.014925373134328401
22,42,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
23,43,0.0,-0.5932323217664172,3.9473684210526314,0.835820895522388,-1.0,-0.014925373134328401
24,44,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
25,46,0.0,0.7117435966472906,0.4934210526315789,-0.875,-0.8888888888888888,0.015625
26,48,0.0,-0.786127600593098,3.9473684210526314,0.9032258064516129,-1.0,-0.016129032258064502
27,49,0.0,0.786127600593098,0.38200339558573854,-0.9032258064516129,-0.8571428571428571,0.016129032258064502
28,50,0.0,-0.8224628936244653,3.9473684210526314,0.9180327868852459,-1.0,-0.016393442622950838
29,51,0.0,0.7117435966472906,0.4934210526315789,-0.875,-0.8888888888888888,0.015625
30,52,0.0,-0.7051391802023256,3.643724696356275,0.8101736972704715,-0.9230769230769231,0.07692307692307687
31,54,0.0,0.6339667779924167,0.5980861244019139,-0.8484848484848485,-0.9090909090909091,0.015151515151515138
32,55,0.0,0.5062537962114355,0.7437070938215102,-0.8115942028985508,-0.9285714285714286,0.01449275362318836
33,56,0.0,-0.5062537962114355,3.9473684210526314,0.8115942028985508,-1.0,-0.01449275362318836
34,57,0.0,0.5062537962114355,0.7437070938215102,-0.8115942028985508,-0.9285714285714286,0.01449275362318836
35,58,0.0,-0.5062537962114355,3.9473684210526314,0.8115942028985508,-1.0,-0.01449275362318836
36,59,0.0,0.5062537962114355,0.7437070938215102,-0.8115942028985508,-0.9285714285714286,0.01449275362318836
37,60,0.0,-0.0687266093198987,1.1133603238866396,0.05982905982905984,-0.9166666666666666,0.02564102564102566
38,63,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
39,64,0.0,0.19957280122100238,0.9601706970128022,-0.7567567567567568,-0.9473684210526315,0.013513513513513487
40,65,0.0,0.8224628936244653,0.3235547886108714,-0.9180327868852459,-0.8333333333333334,0.016393442622950838
41,66,0.0,-0.8224628936244653,3.9473684210526314,0.9180327868852459,-1.0,-0.016393442622950838
42,67,0.0,0.45883146774112354,0.7894736842105263,-0.8,-0.9333333333333333,0.014285714285714235
43,68,0.0,0.6250865028996497,0.5550986842105262,-0.7684659090909091,-1.0,-0.09090909090909094
44,69,0.0,0.5508226327552436,0.6965944272445821,-0.8235294117647058,-0.9230769230769231,0.014705882352941124
45,71,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
46,73,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
47,74,0.0,0.5062537962114355,0.7437070938215102,-0.8115942028985508,-0.9285714285714286,0.01449275362318836
48,75,0.0,0.2710542894516497,0.8895478131949592,-0.5246478873239436,-1.0,-0.25
49,76,0.0,0.19957280122100238,0.9601706970128022,-0.7567567567567568,-0.9473684210526315,0.013513513513513487
50,77,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
51,78,0.0,-0.5932323217664172,3.9473684210526314,0.835820895522388,-1.0,-0.014925373134328401
52,79,0.0,0.5932323217664172,0.648075412411626,-0.835820895522388,-0.9166666666666666,0.014925373134328401
53,85,0.0,0.4074910123299969,0.8339510748702742,-0.7887323943661972,-0.9375,0.014084507042253502
54,88,0.0,-0.6339667779924167,3.9473684210526314,0.8484848484848485,-1.0,-0.015151515151515138
55,90,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
56,91,0.0,-0.35043832202523123,3.9473684210526314,0.7777777777777778,-1.0,-0.01388888888888884
57,92,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
58,93,0.0,0.5508226327552436,0.6965944272445821,-0.8235294117647058,-0.9230769230769231,0.014705882352941124
59,94,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
60,96,0.0,0.4074910123299969,0.8339510748702742,-0.7887323943661972,-0.9375,0.014084507042253502
61,97,0.0,-0.45883146774112354,3.947368421052631,0.8,-1.0,-0.014285714285714235
62,98,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
63,99,0.0,0.5062537962114355,0.7437070938215102,-0.8115942028985508,-0.9285714285714286,0.01449275362318836
64,100,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
65,101,0.0,-0.2841651276192535,3.9473684210526314,0.7671232876712328,-1.0,-0.013698630136986356
66,102,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
67,103,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
68,104,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
69,105,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
70,106,0.0,-0.2841651276192535,3.9473684210526314,0.7671232876712328,-1.0,-0.013698630136986356
71,107,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
72,109,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
73,110,0.0,0.8224628936244653,0.3235547886108714,-0.9180327868852459,-0.8333333333333334,0.016393442622950838
74,111,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
75,112,0.0,0.8224628936244653,0.3235547886108714,-0.9180327868852459,-0.8333333333333334,0.016393442622950838
76,113,0.0,0.35043832202523123,0.8771929824561404,-0.7777777777777778,-0.9411764705882353,0.01388888888888884
77,115,0.0,-0.6339667779924167,3.9473684210526314,0.8484848484848485,-1.0,-0.015151515151515138
78,116,0.0,0.19957280122100238,0.9601706970128022,-0.7567567567567568,-0.9473684210526315,0.013513513513513487
79,117,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
80,118,0.0,0.19957280122100238,0.9601706970128022,-0.7567567567567568,-0.9473684210526315,0.013513513513513487
81,119,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
82,120,0.0,0.4074910123299969,0.8339510748702742,-0.7887323943661972,-0.9375,0.014084507042253502
83,121,0.0,0.4074910123299969,0.8339510748702742,-0.7887323943661972,-0.9375,0.014084507042253502
84,122,0.0,-0.39325071669995443,3.289473684210526,0.6304347826086957,-0.8333333333333334,0.16666666666666663
85,123,0.0,0.2841651276192535,0.9192501802451332,-0.7671232876712328,-0.9444444444444444,0.013698630136986356
86,124,0.0,0.10012523486435176,0.7894736842105262,-0.08888888888888885,-1.0,-0.022222222222222254
