,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,sex,0.04619124797406806,-0.19401841519594737,0.9282721437740692,-0.23878632478632478,0.46411622524310525,-0.030974358974358962
1,race,0.0008103727714748876,-0.15979811247797387,0.9144822111836678,-0.16408462435448945,0.265147693089846,0.024053449465743282
2,c_charge_degree=F,0.07487844408427877,0.24981778829607246,1.2524480302826704,0.25051849119770764,-0.4168448120953,-0.06620231796064857
3,c_charge_degree=M,0.019124797406807125,-0.24981778829607246,0.8556061584752622,-0.25051849119770764,0.4168448120953,0.06620231796064857
4,c_charge_desc=Agg Abuse Elderlly/Disabled Adult,0.0,-0.021764837610543597,0.9995262918437867,-0.3690186536901865,-0.23305181465418856,0.3341443633414436
5,c_charge_desc=Agg Assault W/int Com Fel Dome,0.0,0.052719668944799035,1.0016233766233766,0.6323051948051948,-1.2356840781803635,-0.6672077922077922
6,c_charge_desc=Agg Battery Grt/Bod/Harm,0.0019448946515397303,-0.057724968970158566,0.9966678279573942,-0.37082314588427057,0.7708751031961316,-0.09523809523809523
7,c_charge_desc=Agg Fleeing and Eluding,0.00016207455429497752,-0.03079261793309828,0.9990518146808263,-0.36931818181818177,-0.23145687878183396,-0.6672077922077922
8,c_charge_desc=Agg Fleeing/Eluding High Speed,0.0,-0.021764837610543597,0.9995262918437867,-0.3690186536901865,-0.23305181465418856,0.3341443633414436
9,c_charge_desc=Aggrav Battery w/Deadly Weapon,0.004051863857374438,-0.07248031690812166,0.9947466036608983,-0.3720359771054783,0.7735156195194076,-0.1217572288708838
10,c_charge_desc=Aggrav Child Abuse-Agg Battery,0.0004862236628849326,0.010963525505850377,1.0003375956521015,0.13149350649350644,-0.23387894451357644,0.3344155844155844
11,c_charge_desc=Aggrav Stalking After Injunctn,0.0,0.03048677120064769,1.0011502175819569,0.2986731654481452,-0.23471909334441088,-0.6677497969130788
12,c_charge_desc=Aggravated Assault,0.0,-0.03079261793309828,0.9990518146808263,-0.36931818181818177,-0.2327123099782833,0.3344155844155844
13,c_charge_desc=Aggravated Assault W/Dead Weap,0.009238249594813609,0.0991617584950709,1.0084066887039926,0.4365873666940115,-0.995325911216728,-0.2694011484823625
14,c_charge_desc=Aggravated Assault W/dead Weap,0.002106969205834708,-0.043582727861399176,0.9981005458321592,-0.36991869918699183,0.7698535533590931,-0.41747967479674797
15,c_charge_desc=Aggravated Assault w/Firearm,0.0006482982171799101,-0.03772841585574261,0.9985765666370162,-0.36961819658813977,-0.23237179487179493,0.3346872461413485
16,c_charge_desc=Aggravated Battery,0.00016207455429497752,-0.03079261793309828,0.9990518146808263,-0.36931818181818177,0.7679131701817641,-0.16639610389610393
17,c_charge_desc=Aggravated Battery / Pregnant,0.0,0.009848218952670596,1.00074584689339,0.048417894162575026,-0.10763758347510693,-0.2519094380796509
18,c_charge_desc=Aggravated Battery On 65/Older,0.00016207455429497752,-0.021764837610543597,0.9995262918437867,-0.3690186536901865,-0.23305181465418856,0.3341443633414436
19,c_charge_desc=Assault,0.00032414910858995504,-0.03535994174592758,0.9979588484599297,-0.22715100710210734,0.4357432087117191,0.048434043544067995
20,c_charge_desc=Att Burgl Struc/Conv Dwel/Occp,0.0,-0.021764837610543597,0.9995262918437867,-0.3690186536901865,-0.23305181465418856,0.3341443633414436
21,c_charge_desc=Att Burgl Unoccupied Dwel,0.0,0.010963525505850377,1.0003375956521015,0.13149350649350644,-0.7341981940793234,-0.16639610389610393
22,c_charge_desc=Attempted Burg/Convey/Unocc,0.00032414910858995504,0.03726331538156805,1.0008110300081103,0.6317923763179237,-1.2342174432497013,0.3341443633414436
23,c_charge_desc=Attempted Robbery  No Weapon,0.00016207455429497752,0.03726331538156805,1.0008110300081103,0.6317923763179237,-1.2342174432497013,0.3341443633414436
24,c_charge_desc=Battery,0.008914100486223653,-0.21059256904330095,0.9258633430093994,-0.2673724805355454,0.4751670621435217,0.05677435785490792
25,c_charge_desc=Battery on Law Enforc Officer,0.0032414910858995505,-0.005126867051247565,0.9997261167537099,-0.03555917480998916,0.1002697841726618,0.16802388707926175
