data,variable,correlation_true,mutual_info,unpriv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,skew_var,gini,simpson,shannon,ir,pos_prob
arrhythmia,107,0.1543317698050631,0.1299462044891253,0.4545454545454545,1.0454545454545454,0.0,1.0,1.0,1.0,4.629567819661408,0.1100913528447631,0.0164948448385632,0.9999485678791368,0.0453607326334598,0.4545454545454545
arrhythmia,109,0.0210555480618288,0.055833730877364,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,1.0,6.782329983125274,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,110,-0.1368610624018875,0.0184214637373157,0.4222222222222222,0.9711111111111111,2.3,1.0,1.0,1.0,6.782329983125276,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.5777777777777777
arrhythmia,115,0.1526527234482591,0.0423234341481546,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,1.0,6.782329983125266,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,117,-0.0828121691636924,0.0436352291213546,0.4318181818181818,0.9931818181818184,1.15,0.0,1.0,0.0,4.629567819661406,0.1100913528447631,0.0164948448385632,0.9999485678791368,0.0453607326334598,0.0681818181818181
arrhythmia,119,0.1526527234482591,0.0423234341481546,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,0.0,6.7823299831252735,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,120,0.1543317698050631,0.1299462044891253,0.4545454545454545,1.0454545454545454,0.0,1.0,1.0,1.0,4.629567819661408,0.1100913528447631,0.0164948448385632,0.9999485678791368,0.0453607326334598,0.4545454545454545
arrhythmia,122,0.0210555480618288,0.055833730877364,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,1.0,6.782329983125276,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,126,0.1526527234482591,0.0423234341481546,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,0.0,6.7823299831252735,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,129,0.0210555480618288,0.055833730877364,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,1.0,6.782329983125274,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,130,0.2710216445357206,0.0749241141754716,0.4545454545454545,1.0454545454545454,0.0,0.0,0.0,1.0,4.629567819661409,0.1100913528447631,0.0164948448385632,0.9999485678791368,0.0453607326334598,0.4545454545454545
arrhythmia,133,0.0210555480618288,0.055833730877364,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,1.0,6.782329983125274,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,134,0.1242182537455386,0.0675371995321934,0.4545454545454545,1.0454545454545454,0.0,1.0,0.0,1.0,4.629567819661408,0.1100913528447631,0.0164948448385632,0.9999485678791368,0.0453607326334598,0.4545454545454545
arrhythmia,138,0.1526527234482591,0.0423234341481546,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,0.0,6.7823299831252735,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,146,0.0210555480618288,0.055833730877364,0.4444444444444444,1.022222222222222,0.0,1.0,1.0,1.0,6.782329983125276,0.1113283343374008,0.0157946687764785,0.9999474496347404,0.0221261261261261,0.4444444444444444
arrhythmia,158,0.0941047376860141,0.1299462044891253,0.4545454545454545,1.0454545454545454,0.0,1.0,0.0,1.0,4.629567819661409,0.1100913528447631,0.0164948448385632,0.9999485678791368,0.0453607326334598,0.4545454545454545
